<https://hqdmtop.github.io/hqdm#biological_object>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#physical_object>
<https://hqdmtop.github.io/hqdm#biological_object>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#state_of_biological_object>
<https://hqdmtop.github.io/hqdm#biological_object_member_of>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_object>
<https://hqdmtop.github.io/hqdm#biological_object_member_of>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#class_of_biological_object>
<https://hqdmtop.github.io/hqdm#biological_object_member_of_kind>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_object>
<https://hqdmtop.github.io/hqdm#biological_object_member_of_kind>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#kind_of_biological_object>
<https://hqdmtop.github.io/hqdm#biological_system>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2000/01/rdf-schema#Class>
<https://hqdmtop.github.io/hqdm#biological_system>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#ordinary_biological_object>
<https://hqdmtop.github.io/hqdm#biological_system>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#state_of_biological_system>
<https://hqdmtop.github.io/hqdm#biological_system>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#system>
<https://hqdmtop.github.io/hqdm#biological_system_component>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2000/01/rdf-schema#Class>
<https://hqdmtop.github.io/hqdm#biological_system_component>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#state_of_biological_system_component>
<https://hqdmtop.github.io/hqdm#biological_system_component>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#system_component>
<https://hqdmtop.github.io/hqdm#biological_system_component_component_of>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_system_component>
<https://hqdmtop.github.io/hqdm#biological_system_component_component_of>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#biological_system>
<https://hqdmtop.github.io/hqdm#biological_system_component_member_of>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_system_component>
<https://hqdmtop.github.io/hqdm#biological_system_component_member_of>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#class_of_biological_system_component>
<https://hqdmtop.github.io/hqdm#biological_system_member_of>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_system>
<https://hqdmtop.github.io/hqdm#biological_system_member_of>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#class_of_biological_system>
<https://hqdmtop.github.io/hqdm#biological_system_member_of_kind>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_system>
<https://hqdmtop.github.io/hqdm#biological_system_member_of_kind>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#kind_of_biological_system>
<https://hqdmtop.github.io/hqdm#biological_system_natural_role>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#biological_system>
<https://hqdmtop.github.io/hqdm#biological_system_natural_role>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#role>
<https://hqdmtop.github.io/hqdm#class>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2000/01/rdf-schema#Class>
<https://hqdmtop.github.io/hqdm#class>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#abstract_object>
<https://hqdmtop.github.io/hqdm#class_has_superclass>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#class>
<https://hqdmtop.github.io/hqdm#class_has_superclass>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#class>
<https://hqdmtop.github.io/hqdm#class_member_of>	<http://www.w3.org/2000/01/rdf-schema#domain>	<https://hqdmtop.github.io/hqdm#class>
<https://hqdmtop.github.io/hqdm#class_member_of>	<http://www.w3.org/2000/01/rdf-schema#range>	<https://hqdmtop.github.io/hqdm#class_of_class>
<https://hqdmtop.github.io/hqdm#class_of_abstract_object>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2000/01/rdf-schema#Class>
<https://hqdmtop.github.io/hqdm#class_of_abstract_object>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://hqdmtop.github.io/hqdm#class>
